Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs ,Rep,Temp
11/28/2017,,,9,3,4,,,,,,,,,1,18
11/30/2017,,,5,5,3,2,,,,,,,,1,18
12/2/2017,,,2,5,4,2,,,,,,,,1,18
12/4/2017,,,1,2,4,5,,,,,,,,1,18
12/6/2017,,,,3,1,7,,,,,,,,1,18
12/8/2017,,,,2,1,8,,,,,,,,1,18
12/10/2017,,,,1,,6,,2,,,,,,1,18
12/12/2017,,,,1,,6,,1,,1,,,,1,18
12/14/2017,,,,,1,9,,2,,,,,,1,18
12/16/2017,,,,,1,2,,4,,,,,,1,18
12/18/2017,,,,,1,,1,4,,1,,,,1,18
12/20/2017,,,,,,1,1,4,,,,2,"41,18",1,18
12/22/2017,,,,,,1,1,1,,3,,,,1,18
12/24/2017,,,,,,1,,1,1,,,,,1,18
12/26/2017,,,,,,1,,1,,,,,,1,18
12/28/2017,,,,,,1,,1,,,,,,1,18
12/30/2017,25,,,,,,1,,,1,,,,1,18
1/1/2018,22,,,,,,1,,,,,,,1,18
1/3/2018,9,11,,,,,1,,,,,,,1,18
1/5/2018,,19,,,,,,,1,,,,,1,18
1/7/2018,,15,2,,,,,,,,,,,1,18
1/9/2018,,,12,,,,,,,,,,,1,18
1/11/2018,,,12,,,,,,,,,,,1,18
1/13/2018,,,10,,,,,,,,,,,1,18
1/15/2018,,,8,2,,,,,,,,,,1,18
1/17/2018,,,2,6,,,,,,,,,,1,18
1/19/2018,,,,8,1,,,,,,,,,1,18
1/21/2018,,,,3,5,,,,,,,,,1,18
5/25/2016,,,,,,,,,,,20,,,2,18
5/27/2016,20,,,,,,,,,,20,,,2,18
5/29/2016,18,16,,,,,,,,,20,,,2,18
5/31/2016,20,11,13,,,,,,,,20,,,2,18
6/2/2016,6,18,13,,,,,,,,20,,,2,18
6/4/2016,17,14,20,3,,,,,,,20,,,2,18
6/6/2016,13,13,20,2,4,,,,,,20,,,2,18
6/8/2016,8,9,22,6,3,,,,,,20,,,2,18
6/10/2016,19,3,23,3,8,,,,,,20,,,2,18
6/12/2016,8,14,18,7,5,5,,,,,20,,,2,18
6/14/2016,14,11,11,6,6,7,,,,,20,,,2,18
6/16/2016,23,11,11,7,6,8,,,,,20,,,2,18
6/18/2016,12,22,15,6,7,11,,,,,20,,,2,18
6/20/2016,20,16,15,4,6,11,1,,,,20,,,2,18
6/22/2016,24,15,19,3,5,8,3,1,,,20,,,2,18
6/24/2016,26,11,16,8,3,11,4,1,,,20,,,2,18
6/26/2016,3,23,22,7,6,10,4,1,2,1,20,,,2,18
6/28/2016,7,18,22,7,7,8,4,1,,,20,1,136,2,18
6/30/2016,12,15,30,5,5,12,3,,1,2,20,2,"73, 158",2,18
7/2/2016,176,13,26,9,6,9,2,,2,,20,,,2,18
7/4/2016,246,11,21,6,9,10,2,,1,1,,,,2,18
7/6/2016,114,70,10,10,8,10,3,,,,,2,"38, 63",2,18
7/8/2016,91,87,19,9,6,11,4,,2,,,,,2,18
7/10/2016,71,35,54,5,6,12,1,2,,,,,,2,18
7/12/2016,30,39,59,2,6,12,,,1,2,,1,36,2,18
7/14/2016,16,32,60,5,2,13,,2,,,,,,2,18
7/16/2016,13,15,45,13,5,7,2,3,,,,2,"128, 84",2,18
7/18/2016,8,17,21,30,7,7,2,4,,,,1,47,2,18
7/20/2016,9,8,19,26,12,6,3,4,,,,3,"30, 74, 41",2,18
7/22/2016,12,8,13,19,12,5,1,5,3,2,,1,83,2,18
7/24/2016,,9,15,5,9,20,1,4,,1,,2,"44, 49",2,18
7/26/2016,8,5,8,11,3,22,,2,1,2,,,,2,18
7/28/2016,,3,7,5,6,19,3,1,,1,,,,2,18
7/30/2016,19,15,4,7,6,12,7,1,,,,,,2,18
8/1/2016,9,21,6,3,4,9,7,5,1,,,,,2,18
8/3/2016,12,10,14,4,1,10,4,5,3,2,,1,133,2,18
8/5/2016,,5,20,2,2,9,2,5,3,1,,1,227,2,18
8/7/2016,,6,12,2,3,8,1,3,1,2,,,,2,18
8/9/2016,,6,8,4,3,5,3,2,,2,,,,2,18
8/11/2016,,2,6,4,1,6,2,2,1,,,,,2,18
8/13/2016,28,,4,8,2,3,1,2,,,,,,2,18
8/15/2016,45,,2,7,2,3,1,2,1,,,,,2,18
8/17/2016,39,,2,3,5,3,1,,,2,,,,2,18
8/19/2016,27,6,,3,4,5,1,,,,,,,2,18
8/21/2016,7,11,1,1,4,4,,,1,,,,,2,18
8/23/2016,,13,1,4,,5,,,,,,,,2,18
8/25/2016,,13,1,1,,5,,,,,,,,2,18
8/27/2016,,,10,1,,4,,,,,,,,2,18
8/29/2016,,,10,1,,3,,,,,,,,2,18
8/31/2016,,,8,1,,2,,1,,,,,,2,18
9/2/2016,,,7,1,,2,,1,,,,,,2,18
9/4/2016,,,6,1,,2,,1,,,,,,2,18
9/6/2016,,,6,,,3,,1,,,,,,2,18
9/8/2016,,,3,3,,2,,1,,,,,,2,18
9/10/2016,,,1,2,3,1,1,2,,,,,,2,18
9/12/2016,,,1,2,3,1,1,1,,1,,,,2,18
9/14/2016,,,1,2,3,1,1,1,,,,3,"44, 56, 75",2,18
9/16/2016,,,,1,3,3,1,1,,,,,,2,18
9/18/2016,,,,,2,4,1,1,,,,,,2,18
9/20/2016,,,,,,6,,1,1,,,,,2,18
9/22/2016,,,,,,6,,,,1,,,,2,18
9/24/2016,,,,,,6,,,,,,,,2,18
9/26/2016,17,,,,,6,,,,,,,,2,18
9/28/2016,43,,,,,5,,,,,,,,2,18
9/30/2016,60,,,,,5,,,,,,,,2,18
10/2/2016,45,5,,,,4,1,1,,,,,,2,18
10/4/2016,27,11,3,,,,1,1,,,,,,2,18
10/6/2016,11,10,8,,,,1,1,,,,1,39,2,18
10/8/2016,8,11,7,,,,,1,,,,,,2,18
10/10/2016,,11,11,,,,1,,,1,,1,44,2,18
10/12/2016,,6,10,3,,,1,,,,,,,2,18
10/14/2016,,4,12,2,,,1,,,,,,,2,18
10/16/2016,,1,9,6,,,1,,,,,,,2,18
10/18/2016,,,10,3,,,,,1,,,,,2,18
10/20/2016,,,8,2,3,,,,,,,,,2,18
10/22/2016,,,5,5,3,,,,,,,,,2,18
10/24/2016,,,5,4,4,,,,,,,,,2,18
10/26/2016,,,5,2,4,,,,,,,,,2,18
10/28/2016,,,4,1,4,1,,,,,,,,2,18
10/30/2016,,,,4,3,2,,,,,,,,2,18
11/1/2016,,,,1,5,3,,,,,,,,2,18
11/3/2016,,,,,5,3,,,,,,,,2,18
11/5/2016,,,,,4,4,,,,,,,,2,18
11/7/2016,,,,,4,4,,,,,,,,2,18
11/9/2016,,,,,1,6,,,,,,,,2,18
11/11/2016,,,,,,5,1,,,,,,,2,18
11/13/2016,,,,,,4,2,,,,,,,2,18
11/15/2016,,,,,,4,2,,,,,,,2,18
11/17/2016,,,,,,4,2,,,,,,,2,18
11/19/2016,,,,,,4,,,,2,,,,2,18
11/21/2016,,,,,,2,,,,,,,,2,18
11/23/2016,,,,,,2,,,,,,,,2,18
11/25/2016,,,,,,2,,,,,,,,2,18
11/27/2016,,,,,,1,1,,,,,,,2,18
11/29/2016,,,,,,1,1,,,,,,,2,18
12/1/2016,,,,,,,,,1,,,,,2,18
12/3/2016,,,,,,,,,,,,,,2,18
12/5/2016,,,,,,,,,,,,,,2,18
12/7/2016,,,,,,,,,,,,,,2,18
12/9/2016,,,,,,,,,,,,,,2,18
12/11/2016,,,,,,,,,,,,,,2,18
12/13/2016,,,,,,,,,,,,,,2,18
10/20/2016,,,,,,,,,,,20,,,3,18
10/22/2016,15,,,,,,,,,,20,,,3,18
10/24/2016,40,,,,,,,,,,20,,,3,18
10/26/2016,43,7,,,,,,,,,20,,,3,18
10/28/2016,49,22,6,,,,,,,,20,,,3,18
10/30/2016,37,23,28,,,,,,,,20,,,3,18
11/1/2016,38,18,37,1,,,,,,,20,,,3,18
11/3/2016,47,21,37,3,,,,,,,20,,,3,18
11/5/2016,39,14,32,9,1,,,,,,20,,,3,18
11/7/2016,37,13,32,9,4,,,,,,20,,,3,18
11/9/2016,32,17,28,7,9,,,,,,20,,,3,18
11/11/2016,28,5,23,13,11,1,,,,,20,,,3,18
11/13/2016,28,7,17,10,16,6,,,,,20,,,3,18
11/15/2016,28,6,15,11,15,7,,,,,20,,,3,18
11/17/2016,15,14,14,10,13,11,,,,,20,,,3,18
11/19/2016,18,8,15,10,6,17,,,,,20,,,3,18
11/21/2016,20,3,21,5,7,16,1,,,,20,,,3,18
11/23/2016,19,4,16,5,8,16,1,1,,,20,,,3,18
11/25/2016,19,5,14,8,5,16,4,1,,,20,,,3,18
11/27/2016,10,7,8,8,6,13,7,2,,,20,,,3,18
11/29/2016,11,5,7,8,7,9,9,3,,,20,1,63,3,18
12/1/2016,20,8,7,6,6,11,7,1,3,2,20,3,"257, 98, 45",3,18
12/3/2016,25,6,10,4,6,13,7,1,,,,,,3,18
12/5/2016,9,14,14,3,4,10,3,,8,1,,,,3,18
12/7/2016,1,18,14,2,1,12,2,,1,2,,,,3,18
12/9/2016,,7,15,2,3,11,3,,,,,,,3,18
12/11/2016,40,1,14,5,2,10,2,1,2,,,,,3,18
12/13/2016,25,1,13,5,2,10,2,,,,,,,3,18
12/15/2016,22,2,7,6,6,10,,,2,,,,,3,18
12/17/2016,3,7,3,7,6,7,,,,,,,,3,18
12/19/2016,,6,4,7,3,5,,,,,,,,3,18
12/21/2016,,1,4,4,5,7,,,,,,,,3,18
12/23/2016,,,4,3,4,6,,,,,,,,3,18
12/25/2016,,,4,2,4,6,1,,,,,,,3,18
12/27/2016,,,1,3,2,8,2,1,,,,,,3,18
12/29/2016,,,,3,2,8,2,2,,,,,,3,18
12/31/2016,,,,2,3,8,1,2,1,,,2,"69, 125",3,18
1/2/2017,,,,1,3,7,,2,1,1,,,,3,18
1/4/2017,,,,1,3,4,3,2,,,,,,3,18
1/6/2017,,,,,1,4,3,2,1,1,,3,"323,87,131",3,18
1/8/2017,,,,,,4,3,2,,1,,6,"241, 40,33,55,63,48",3,18
1/10/2017,25,,,,,4,1,2,2,,,,,3,18
1/12/2017,20,2,,,,4,,1,1,1,,,,3,18
1/14/2017,15,6,,,,4,,1,,,,,,3,18
1/16/2017,6,15,1,,,3,,2,,,,,,3,18
1/18/2017,3,8,9,,,2,,2,,1,,,,3,18
1/20/2017,,2,14,,,2,,1,,1,,,,3,18
1/22/2017,,2,14,,,2,,1,,,,,,3,18
1/24/2017,,,13,1,,2,,1,,,,,,3,18
1/26/2017,,,8,5,2,2,1,,,,,,,3,18
1/28/2017,,,,4,7,2,1,,,,,,,3,18
1/30/2017,,,,4,7,1,,,1,,,,,3,18
2/1/2017,,,,3,7,2,,,,,,,,3,18
2/3/2017,,,,1,6,5,,,,,,,,3,18
2/5/2017,,,,1,2,9,,,,,,,,3,18
2/7/2017,,,,1,1,9,1,,,,,,,3,18
2/9/2017,,,,,1,10,1,,,,,,,3,18
2/11/2017,,,,,1,8,2,,,,,,,3,18
2/13/2017,,,,,1,5,3,1,,,,,,3,18
2/15/2017,,,,,,3,4,3,,,,2,"47,98",3,18
2/17/2017,,,,,,2,5,3,,,,4,"37,64,31,127",3,18
2/19/2017,,,,,,1,5,3,1,,,3,"20,25,24",3,18
2/21/2017,,,,,,1,4,1,1,2,,2,"95,137",3,18
2/23/2017,,,,,,1,1,1,3,,,1,48,3,18
2/25/2017,63,,,,,,2,1,,,,,,3,18
2/27/2017,148,,,,,,2,1,,,,,,3,18
3/1/2017,147,,,,,,2,,,,,,,3,18
3/3/2017,100,31,,,,,,,2,,,,,3,18
3/5/2017,92,47,2,,,,,,,,,,,3,18
3/7/2017,48,19,30,,,,,,,,,,,3,18
3/9/2017,21,18,31,,,,,,,,,,,3,18
3/11/2017,7,15,28,3,,,,,,,,,,3,18
3/13/2017,,9,26,5,,,,,,,,,,3,18
3/15/2017,,5,20,10,3,,,,,,,,,3,18
3/17/2017,,3,11,14,6,,,,,,,,,3,18
3/19/2017,,2,10,8,13,,,,,,,,,3,18
3/21/2017,,,9,4,15,2,,,,,,,,3,18
3/23/2017,,,8,6,9,7,,,,,,,,3,18
3/25/2017,,,7,3,7,12,,,,,,,,3,18
3/27/2017,,,2,5,4,16,,,,,,,,3,18
3/29/2017,,,1,5,2,19,,,,,,,,3,18
3/31/2017,,,1,4,2,18,,1,,,,,,3,18
4/2/2017,,,,3,2,16,2,2,,,,,,3,18
4/4/2017,,,,3,,12,4,4,1,1,,,,3,18
4/6/2017,,,,2,1,5,4,5,1,,,5,"40,56,78,127,94",3,18
4/8/2017,,,,,2,4,4,5,,1,,,,3,18
4/10/2017,,,,,1,3,3,5,2,1,,,,3,18
4/12/2017,,,,,,4,1,2,2,3,,1,15,3,18
4/14/2017,13,,,,,3,,1,1,1,,,,3,18
4/16/2017,119,,,,,3,1,1,,,,1,19,3,18
4/18/2017,216,,,,,3,1,,,1,,,,3,18
4/20/2017,139,21,,,,3,,,1,,,,,3,18
4/22/2017,34,62,,,,1,2,,,,,,,3,18
4/24/2017,3,53,19,,,,2,,,,,,,3,18
4/26/2017,3,16,43,,,,2,,,,,,,3,18
4/28/2017,,5,51,,,,1,,1,,,,,3,18
4/30/2017,,2,46,,,,1,,,,,,,3,18
5/2/2017,,2,24,12,,,,,1,,,,,3,18
5/4/2017,,2,17,17,2,13,,1,,,,,,3,18
5/6/2017,,,8,13,10,,,,,,,,,3,18
5/8/2017,,,5,9,10,1,,,,,,,,3,18
5/10/2017,,,1,8,11,3,,,,,,,,3,18
5/12/2017,,,3,4,9,6,,,,,,,,3,18
5/14/2017,,,1,2,3,13,,,,,,,,3,18
5/16/2017,,,1,2,2,14,,,,,,,,3,18
5/18/2017,,,,1,1,16,,,,,,,,3,18
5/20/2017,,,,1,,15,,1,,,,,,3,18
5/22/2017,,,,,,8,2,4,,,,,,3,18
5/24/2017,,,,,,3,4,6,,,,4,"30,33,124,27",3,18
5/26/2017,,,,,,1,4,3,2,3,,5,"24,81,133,87,211",3,18
5/28/2017,,,,,,1,2,1,2,2,,,,3,18
5/30/2017,16,,,,,1,,,2,1,,,,3,18
6/1/2017,136,,,,,,,,,,,,,3,18
6/3/2017,194,21,,,,,,,,,,,,3,18
6/5/2017,97,16,39,,,,,,,,,,,3,18
6/7/2017,36,37,38,,,,,,,,,,,3,18
6/9/2017,3,22,47,,,,,,,,,,,3,18
6/11/2017,1,8,63,,,,,,,,,,,3,18
6/13/2017,,2,47,10,,,,,,,,,,3,18
6/15/2017,,3,27,17,9,,,,,,,,,3,18
6/17/2017,,,22,14,14,,,,,,,,,3,18
6/19/2017,,,15,16,18,,,,,,,,,3,18
6/21/2017,,,7,9,19,8,,,,,,,,3,18
6/23/2017,,,5,4,19,10,,,,,,,,3,18
6/25/2017,,,,,,,,,,,,,,3,18
6/27/2017,,,1,2,9,22,,,,,,,,3,18
6/29/2017,,,,1,6,25,,,,,,,,3,18
7/1/2017,,,,1,4,27,,1,,,,,,3,18
7/3/2017,,,,1,2,18,4,3,,,,1,48,3,18
7/5/2017,,,,,2,15,4,3,,,,,,3,18
7/7/2017,,,,,1,9,5,3,2,1,,1,40,3,18
7/9/2017,,,,,,5,2,3,,,,,,3,18
7/11/2017,,,,,,3,2,1,3,1,,,,3,18
7/13/2017,,,,,,2,3,,,1,,1,64,3,18
7/15/2017,,,,,,2,2,,1,,,,,3,18
7/17/2017,15,,,,,1,1,,,1,,,,3,18
7/19/2017,17,,,,,,,,1,,,,,3,18
7/21/2017,17,6,,,,,,,,,,,,3,18
7/23/2017,14,1,7,,,,,,,,,,,3,18
7/25/2017,,,,,,,,,,,,,,3,18
7/27/2017,7,5,5,,,,,,,,,,,3,18
7/29/2017,,4,5,,,,,,,,,,,3,18
7/31/2017,,,10,,,,,,,,,,,3,18
8/2/2017,,,5,1,,,,,,,,,,3,18
8/4/2017,,,3,4,,,,,,,,,,3,18
8/6/2017,,,3,1,4,,,,,,,,,3,18
8/8/2017,,,,2,3,1,,,,,,,,3,18
8/10/2017,,,,1,2,4,,,,,,,,3,18
8/12/2017,,,,1,2,4,,,,,,,,3,18
8/14/2017,,,,,2,5,,,,,,,,3,18
8/16/2017,,,,,,5,,,,,,,,3,18
8/18/2017,,,,,,3,2,,,,,,,3,18
8/20/2017,,,,,,1,1,,2,,,,,3,18
8/22/2017,,,,,,,1,,,1,,,,3,18
8/24/2017,,,,,,,1,,,,,,,3,18
8/26/2017,,,,,,,1,,,,,,,3,18
8/28/2017,,,,,,,1,,,,,,,3,18
8/30/2017,,,,,,,,,1,,,,,3,18
9/1/2017,,,,,,,,,,,,,,3,18
9/3/2017,,,,,,,,,,,,,,3,18
9/5/2017,,,,,,,,,,,,,,3,18
9/7/2017,,,,,,,,,,,,,,3,18
9/9/2017,,,,,,,,,,,,,,3,18
9/11/2017,,,,,,,,,,,,,,3,18
9/13/2017,,,,,,,,,,,,,,3,18
9/15/2017,,,,,,,,,,,,,,3,18
9/17/2017,,,,,,,,,,,,,,3,18
9/19/2017,,,,,,,,,,,,,,3,18
9/21/2017,,,,,,,,,,,,,,3,18
9/23/2017,,,,,,,,,,,,,,3,18
9/25/2017,,,,,,,,,,,,,,3,18
9/27/2017,,,,,,,,,,,,,,3,18
9/29/2017,,,,,,,,,,,,,,3,18
3/18/2016,20,,,,,,,,,,20,,,1,20
3/20/2016,40,,,,,,,,,,20,,,1,20
3/22/2016,59,,,,,,,,,,20,,,1,20
3/24/2016,50,14,,,,,,,,,20,,,1,20
3/26/2016,69,7,13,,,,,,,,20,,,1,20
3/28/2016,57,21,7,,,,,,,,20,,,1,20
3/30/2016,71,26,15,4,,,,,,,20,,,1,20
4/1/2016,71,31,18,4,,,,,,,20,,,1,20
4/3/2016,64,27,24,3,1,,,,,,20,,,1,20
4/5/2016,71,18,26,9,4,,,,,,20,,,1,20
4/7/2016,64,21,26,11,5,1,,,,,20,,,1,20
4/9/2016,67,30,17,10,7,3,,,,,20,,,1,20
4/11/2016,67,34,16,16,6,8,,,,,20,,,1,20
4/13/2016,75,30,19,7,9,8,,,,,20,,,1,20
4/15/2016,73,22,26,7,13,10,1,,,,20,,,1,20
4/17/2016,85,12,31,13,5,15,1,,,,20,,,1,20
4/19/2016,94,12,25,11,7,16,2,1,,,20,,,1,20
4/21/2016,76,9,20,8,9,15,4,2,,,20,,,1,20
4/23/2016,85,16,19,8,10,16,4,2,,,20,1,87,1,20
4/25/2016,85,26,13,8,16,14,5,3,,,20,3,"74, 108, 82",1,20
4/27/2016,87,7,23,3,15,11,9,4,,,20,1,56,1,20
4/29/2016,80,15,20,8,7,12,9,4,1,1,20,3,"95, 47, 63",1,20
5/1/2016,85,26,20,4,9,11,8,5,1,,,2,"47, 213",1,20
5/3/2016,68,26,30,4,1,14,5,5,3,,,8,"56, 182, 98, 63, 45, 71, 65, 54",1,20
5/5/2016,59,25,26,10,4,13,3,4,2,2,,2,"32, 41",1,20
5/7/2016,53,19,33,11,2,12,3,3,3,1,,1,87,1,20
5/9/2016,61,7,33,11,7,9,3,5,,,,5,"135, 87, 128, 130, 211",1,20
5/11/2016,175,5,26,9,9,9,5,3,,2,,3,"55, 121, 130",1,20
5/13/2016,143,16,16,7,12,9,4,2,2,2,,6,"66, 214, 98, 75, 88, 135",1,20
5/15/2016,90,39,15,3,12,11,4,2,,,,,,1,20
5/17/2016,36,74,16,5,9,12,5,4,,,,5,"33, 51, 64, 47, 112",1,20
5/19/2016,27,30,46,6,8,11,2,4,4,1,,,,1,20
5/21/2016,16,9,54,3,6,15,3,3,,1,,,,1,20
5/23/2016,167,56,6,3,3,14,4,1,1,2,,,,1,20
5/25/2016,156,8,45,4,6,13,2,,2,1,,,,1,20
5/27/2016,44,53,22,19,4,12,2,3,1,,,,,1,20
5/29/2016,6,52,10,17,15,12,3,3,,,,5,"135, 72, 34, 21, 46",1,20
5/31/2016,,20,29,11,19,5,1,4,2,1,,2,"42, 84",1,20
6/2/2016,,20,23,6,11,15,1,4,,,,,,1,20
6/4/2016,,,33,7,6,20,1,3,,,,,,1,20
6/6/2016,,,31,7,4,21,1,2,,1,,2,"49, 74",1,20
6/8/2016,74,,16,15,5,21,2,2,,,,2,"26, 66",1,20
6/10/2016,67,1,6,16,12,20,2,2,1,1,,1,83,1,20
6/12/2016,46,12,4,12,17,11,4,7,1,,,3,"55, 21, 36",1,20
6/14/2016,25,20,8,8,15,11,5,8,1,,,6,"63, 47, 51, 115, 128, 99",1,20
6/16/2016,23,27,8,6,9,12,8,5,,4,,4,"84, 58, 129, 76",1,20
6/18/2016,18,14,23,4,6,17,8,4,,1,,3,"75, 36, 43",1,20
6/20/2016,24,7,27,2,4,17,4,2,5,2,,6,"54, 145, 73, 47, 66, 63",1,20
6/22/2016,6,11,20,1,4,17,2,,2,2,,,,1,20
6/24/2016,54,15,15,5,3,16,3,,,,,,,1,20
6/26/2016,180,8,15,4,5,8,8,1,,,,,,1,20
6/28/2016,175,16,17,3,7,5,8,3,1,,,1,73,1,20
6/30/2016,112,35,19,4,8,5,7,2,2,1,,2,"54, 146",1,20
7/2/2016,30,57,17,5,5,9,5,2,2,,,4,"145, 166, 87, 58",1,20
7/4/2016,1,58,24,8,2,7,3,2,2,,,4,"42, 75, 66, 53",1,20
7/6/2016,,34,34,4,6,9,2,1,1,1,,,,1,20
7/8/2016,,16,39,6,6,11,2,1,1,,,,,1,20
7/10/2016,,,40,7,8,14,2,,1,1,,1,86,1,20
7/12/2016,176,,23,11,13,12,1,3,,,,,,1,20
7/14/2016,188,,12,15,11,15,2,3,,1,,,,1,20
7/16/2016,71,41,3,15,12,12,1,4,1,1,,,,1,20
7/18/2016,35,58,2,11,11,16,1,4,,,,,,1,20
7/20/2016,19,53,2,6,12,15,2,6,,,,,,1,20
7/22/2016,29,29,16,8,13,11,5,4,2,1,,7,"173, 146, 88, 79, 126, 105, 119",1,20
7/24/2016,2,24,28,2,4,24,1,2,4,1,,1,87,1,20
7/26/2016,,16,31,1,,20,1,3,,1,,2,"55, 34",1,20
7/28/2016,,3,28,11,,12,4,2,,1,,,,1,20
7/30/2016,,,16,17,6,7,4,2,,,,4,"77, 148, 91, 84",1,20
8/1/2016,2,,10,19,8,5,4,2,,,,5,"47, 95, 81, 116, 86",1,20
8/3/2016,2,,1,17,13,4,5,2,,,,4,"138, 50, 45, 56",1,20
8/5/2016,,2,3,12,6,10,3,3,2,,,4,"44, 117, 125, 74",1,20
8/7/2016,92,,,4,5,17,3,2,,1,,,,1,20
8/9/2016,111,,,1,5,18,2,2,4,,,,,1,20
8/11/2016,140,37,,1,1,20,1,2,2,,,,,1,20
8/13/2016,126,38,,,,12,3,2,,2,,3,"53, 64, 41",1,20
8/15/2016,24,28,19,,,6,5,5,,,,6,"35, 28, 69, 71, 66, 84",1,20
8/17/2016,7,18,30,1,,5,4,5,1,,,5,"117, 44, 36, 93, 58",1,20
8/19/2016,1,10,27,3,,2,5,3,1,3,,3,"48, 75, 63",1,20
8/21/2016,,5,24,5,2,,3,2,3,1,,1,156,1,20
8/23/2016,,,18,13,4,,2,1,1,,,,,1,20
8/25/2016,13,,7,13,9,1,2,1,,,,,,1,20
8/27/2016,45,3,8,7,13,3,,,2,1,,,,1,20
8/29/2016,29,9,3,8,9,8,,,,,,,,1,20
8/31/2016,1,19,7,3,7,9,,,,,,,,1,20
9/2/2016,,14,6,2,5,13,,,,,,,,1,20
9/4/2016,,3,12,1,4,12,,1,,,,,,1,20
9/6/2016,,,7,3,1,12,1,2,,,,,,1,20
9/8/2016,,,5,2,1,6,2,1,,2,,2,"141, 126",1,20
9/10/2016,,,,6,1,4,1,2,2,,,,,1,20
9/12/2016,,,,2,4,3,2,2,,1,,,,1,20
9/14/2016,,,,,3,5,1,3,1,,,3,"54, 66, 117",1,20
9/16/2016,57,,,,,7,,3,1,1,,,,1,20
9/18/2016,30,2,,,,4,,2,,1,,,,1,20
9/20/2016,5,17,,,,4,,2,,,,,,1,20
9/22/2016,,19,,,,2,,3,,,,,,1,20
9/24/2016,,2,13,,,1,1,3,,,,,,1,20
9/26/2016,,,10,1,,,1,3,,1,,2,"138, 204",1,20
9/28/2016,,,9,2,,,1,2,,1,,,,1,20
9/30/2016,,,2,7,2,,1,1,,1,,2,"47, 63",1,20
10/2/2016,,,,8,3,,1,1,,,,,,1,20
10/4/2016,78,,,4,5,1,1,,,1,,,,1,20
10/6/2016,25,3,,2,6,2,,,1,,,,,1,20
10/8/2016,24,14,,1,5,2,,,,,,,,1,20
10/10/2016,18,11,10,1,,6,,,,,,,,1,20
10/12/2016,1,15,12,,,5,,,,,,,,1,20
10/14/2016,1,8,14,,,5,,,,,,,,1,20
10/16/2016,,5,12,1,,3,1,,,,,,,1,20
10/18/2016,,,10,6,2,2,2,,,,,,,1,20
10/20/2016,,,8,5,5,1,3,,,,,,,1,20
10/22/2016,,,1,7,8,3,3,,,,,,,1,20
10/24/2016,,,,7,5,4,2,,1,,,,,1,20
10/26/2016,,,,2,6,6,2,,,,,,,1,20
10/28/2016,,,,,4,10,2,,,,,,,1,20
10/30/2016,,,,,4,10,2,,,,,,,1,20
11/1/2016,,,,,4,6,1,3,2,,,,,1,20
11/3/2016,,,,,4,3,2,5,,,,2,"42, 66",1,20
11/5/2016,,,,,4,1,2,6,,,,,,1,20
11/7/2016,,,,,4,,2,7,,,,,,1,20
11/9/2016,12,,,,4,,2,5,,2,,,,1,20
11/11/2016,8,,,,3,1,1,2,1,3,,,,1,20
11/13/2016,,5,,,1,2,,1,1,1,,,,1,20
11/15/2016,,5,,,1,2,,,,1,,,,1,20
11/17/2016,,3,,,,2,,,,,,,,1,20
11/19/2016,,,3,,,1,,,,,,,,1,20
11/21/2016,,,3,,,,,,,,,,,1,20
11/23/2016,,,1,2,,,,,,,,,,1,20
11/25/2016,,,,,3,,,,,,,,,1,20
11/27/2016,,,,,3,,,,,,,,,1,20
11/29/2016,,,,,2,1,,,,,,,,1,20
12/1/2016,,,,,,3,,,,,,,,1,20
12/3/2016,,,,,,3,,,,,,,,1,20
12/5/2016,,,,,,3,,,,,,,,1,20
12/7/2016,,,,,,3,,,,,,,,1,20
12/9/2016,,,,,,1,1,1,,,,,,1,20
12/11/2016,,,,,,,1,2,,,,,,1,20
12/13/2016,,,,,,,1,1,,1,,,,1,20
12/15/2016,,,,,,,1,1,,,,,,1,20
12/17/2016,,,,,,,1,1,,,,,,1,20
12/19/2016,,,,,,,,1,1,,,,,1,20
12/21/2016,33,,,,,,,1,,,,,,1,20
12/23/2016,32,1,,,,,,1,,,,,,1,20
12/25/2016,16,14,,,,,,,,1,,,,1,20
12/27/2016,2,18,10,,,,,,,,,,,1,20
12/29/2016,,8,16,,,,,,,,,,,1,20
12/31/2016,,,19,2,,,,,,,,,,1,20
1/2/2017,,,13,2,,,,,,,,,,1,20
1/4/2017,,,5,11,,,,,,,,,,1,20
1/6/2017,,,2,9,5,,,,,,,,,1,20
1/8/2017,,,,6,9,,,,,,,,,1,20
1/10/2017,,,,1,7,7,,,,,,,,1,20
1/12/2017,,,,,2,11,,,,,,,,1,20
1/14/2017,,,,,,12,,,,,,,,1,20
1/16/2017,,,,,,12,,,,,,,,1,20
1/18/2017,,,,,,7,3,2,,,,,,1,20
1/20/2017,,,,,,2,5,4,1,,,,,1,20
1/22/2017,,,,,,1,5,4,,1,,7,"288,145,37,49,37,79,54",1,20
1/24/2017,,,,,,1,5,4,,,,5,"82,39,56,40,55",1,20
1/26/2017,,,,,,1,2,,3,4,,,,1,20
1/28/2017,,,,,,1,,,2,,,1,43,1,20
1/30/2017,78,,,,,1,,,,,,,,1,20
2/1/2017,308,,,,,1,,,,,,,,1,20
